,Cruise,Project.Name,Year,Region,Status,Location,Location.Site,Location.Site.Depth,Site,Op.Depth,Op.Site,Gear,Depth,Opcode,Genus.Species,Length,Opcode.No.Year
9894,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Chromis.westaustralis,161,ERS4
9895,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Chromis.westaustralis,81.5,ERS4
9896,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Scarus.ghobban,415.6,ERS4
9897,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Scomberomorus.spp,184.1,ERS4
9898,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Scomberomorus.spp,109.8,ERS4
9899,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Kyphosus.sydneyanus,662.8,ERS4
9900,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Lethrinus.atkinsoni,366.3,ERS4
9901,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Thalassoma.lunare,219.3,ERS4
9902,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Coris.auricularis,365.8,ERS4
9903,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Plectropomus.leopardus,721.4,ERS4
9904,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS4,Chaetodon.lunula,181.4,ERS4
9905,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Scarus.schlegeli,204.4,ERS3
9906,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Apogonidae.sp1,105.3,ERS3
9907,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,94.9,ERS3
9908,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,80.7,ERS3
9909,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,88.6,ERS3
9910,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,87.2,ERS3
9911,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,83.2,ERS3
9912,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,87.9,ERS3
9913,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,99.3,ERS3
9914,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chromis.westaustralis,94.6,ERS3
9915,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Thalassoma.lunare,133.7,ERS3
9916,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Glaucosoma.hebraicum,591.1,ERS3
9917,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Pomacentrus.milleri,88.5,ERS3
9918,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Lethrinus.atkinsoni,425.6,ERS3
9919,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.sydneyanus,573.8,ERS3
9920,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Diagramma.labiosum,504.2,ERS3
9921,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Diagramma.labiosum,512.1,ERS3
9922,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Labroides.dimidiatus,82.4,ERS3
9923,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chlorurus.microrhinos,403.7,ERS3
9924,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chaetodon.lunula,228,ERS3
9925,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Chaetodon.lunula,198.5,ERS3
9926,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Scarus.ghobban,423.8,ERS3
9927,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Pseudocaranx.spp,275.1,ERS3
9928,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,350.8,ERS3
9929,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,308.5,ERS3
9930,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,268.4,ERS3
9931,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,253.1,ERS3
9932,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,341.6,ERS3
9933,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,313.6,ERS3
9934,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,289.6,ERS3
9935,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,270.7,ERS3
9936,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,339.8,ERS3
9937,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,317.3,ERS3
9938,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,288.9,ERS3
9939,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,322.6,ERS3
9940,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,365.2,ERS3
9941,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,314.9,ERS3
9942,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,307.8,ERS3
9943,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,356,ERS3
9944,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Kyphosus.cornelii,347.4,ERS3
9945,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS3,Glaucosoma.hebraicum,611.6,ERS3
9946,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS2,Coris.auricularis,390.4,ERS2
9947,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS2,Plectropomus.leopardus,463.8,ERS2
9948,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS2,Chrysophrys.auratus,474.1,ERS2
9949,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS2,Bodianus.bilunulatus,350.8,ERS2
9950,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS2,Choerodon.rubescens,370.1,ERS2
9951,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Chromis.westaustralis,55.6,ERS1
9952,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Pomacentrus.milleri,92.5,ERS1
9953,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Lethrinus.nebulosus,604.4,ERS1
9954,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Lethrinus.atkinsoni,362.5,ERS1
9955,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Choerodon.rubescens,391.2,ERS1
9956,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Epinephelus.coioides,492.7,ERS1
9957,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Plectropomus.leopardus,197.1,ERS1
9958,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Kyphosus.cornelii,361.3,ERS1
9959,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.S,Leo's.Is.,S,a,sBRUVS,10,10ERS1,Kyphosus.cornelii,414.2,ERS1
9960,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD5,Orectolobus.hutchinsi,522.4,ERD5
9961,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD5,Chrysophrys.auratus,589.4,ERD5
9962,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD5,Labracinus.lineatus,175.1,ERD5
9963,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD5,Plectropomus.leopardus,233.5,ERD5
9964,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD5,Plectropomus.leopardus,232.5,ERD5
9965,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD5,Gymnothorax.woodwardi,427.5,ERD5
9966,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD5,Scomberomorus.commerson,833.2,ERD5
9967,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD4,Chlorurus.sordidus,342.7,ERD4
9969,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD4,Chrysophrys.auratus,574.8,ERD4
9970,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD4,Chrysophrys.auratus,710.4,ERD4
9971,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD4,Chaetodon.lunula,258.8,ERD4
9972,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD3,Choerodon.rubescens,386.7,ERD3
9974,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD3,Chrysophrys.auratus,364.2,ERD3
9975,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD3,Chrysophrys.auratus,357.6,ERD3
9976,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD3,Plectropomus.leopardus,269.7,ERD3
9977,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD3,Scarus.schlegeli,172.1,ERD3
9978,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Lethrinus.miniatus,462.8,ERD2
9979,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Scomberomorus.commerson,715.6,ERD2
9980,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,73.7,ERD2
9981,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,71.5,ERD2
9982,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,63.6,ERD2
9983,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,79,ERD2
9984,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,60.1,ERD2
9985,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,68.3,ERD2
9986,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,66.9,ERD2
9987,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,64.3,ERD2
9988,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,74.1,ERD2
9989,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chromis.westaustralis,72.3,ERD2
9990,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Choerodon.rubescens,413.8,ERD2
9991,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chrysophrys.auratus,442.6,ERD2
9992,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD2,Chrysophrys.auratus,439.8,ERD2
9993,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Choerodon.rubescens,613.3,ERD1
9995,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Lethrinus.nebulosus,742.6,ERD1
9996,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Lethrinus.nebulosus,761.9,ERD1
9997,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Lethrinus.nebulosus,795.2,ERD1
9998,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Stethojulis.strigiventer,56,ERD1
9999,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Coris.auricularis,76.1,ERD1
10000,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Labracinus.lineatus,151.8,ERD1
10001,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Chrysophrys.auratus,354.6,ERD1
10002,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Coris.dorsomacula,103.1,ERD1
10003,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Bodianus.bilunulatus,353.9,ERD1
10004,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Bodianus.bilunulatus,384.2,ERD1
10005,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Parupeneus.spilurus,348,ERD1
10006,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Seriola.hippos,666.5,ERD1
10007,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Choerodon.rubescens,431.2,ERD1
10008,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Choerodon.rubescens,357.3,ERD1
10009,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Plectropomus.leopardus,333.6,ERD1
10010,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Plectropomus.leopardus,645.6,ERD1
10011,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Plectropomus.leopardus,441,ERD1
10012,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Plectropomus.leopardus,770.1,ERD1
10013,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Epinephelus.rivulatus,456.9,ERD1
10014,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,MPA,Easter,Easter.a,Easter.a.D,Leo's.Is.,D,a,sBRUVS,24,10ERD1,Plectorhinchus.flavomaculatus,430.3,ERD1
10015,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Choerodon.rubescens,309.6,EFS5b
10016,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Choerodon.rubescens,400.7,EFS5b
10017,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Plectropomus.leopardus,339.2,EFS5b
10018,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Scarus.ghobban,275.7,EFS5b
10019,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Parupeneus.spilurus,335.8,EFS5b
10020,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Dascyllus.trimaculatus,141.5,EFS5b
10021,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Dascyllus.trimaculatus,153.5,EFS5b
10022,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Dascyllus.trimaculatus,132.2,EFS5b
10023,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Coris.auricularis,257.4,EFS5b
10024,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Coris.auricularis,286,EFS5b
10025,34,2010.5.Abrolhos.B.ROA,2010,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,10EFS5b,Coris.auricularis,170.9,EFS5b
